"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
60,10,3,0.251886379111696,0.421519328016812,0.648193316305514,0.124823672020743,-0.0100402469958223,-8.31854116839503e-18,-0.329295382026163,1.38777878078145e-17,1.00073875375744,1.00609394789208
60,15,3,0.238319783081594,0.446697424735457,0.546989381280099,0.0931559701440829,-0.0858623930165991,1.4810201676152e-17,0.173425799275053,-1.73472347597681e-18,1.00233841295394,1.0083278480833
60,10,5,0.364424945938053,1.83841789660073,1.01651059776486,0.0420402465298509,-0.134752012093629,-7.77589798106604e-17,0.262787584787941,-3.29597460435593e-17,1.0013236998827,1.0063888810821
60,15,5,0.2683169628884,0.59045200081875,0.614807722608799,0.0813233612862527,0.034934862711936,-1.84892610481195e-17,0.238519589613237,0,1.00317685999934,1.01452435171993
60,10,10,0.302055867410031,1.26165389723231,1.00536790741532,0.057200409166621,0.0491785624494388,1.66316613259276e-17,0.244509429923971,1.38777878078145e-17,1.00168722711322,1.00771268202798
60,15,10,0.333231465172816,1.76414766439115,1.33531340141905,0.0522161205721069,0.0946298202935019,-7.95948954894025e-17,-0.253058603650846,1.38777878078145e-17,1.00201759724033,1.01032818096644
90,10,3,0.292612030611463,0.169129703611846,0.840703114871064,0.0625243356065343,-0.0723623058078632,7.28041758824016e-18,0.0831163769707821,1.38777878078145e-17,1.00087278575986,1.01654126809125
90,15,3,0.221736894363644,0.709712622279129,0.507166660424897,0.0532509067050074,0.0335525794388805,2.96059473233375e-17,-0.168295916356555,0,0.999802334951038,1.0039271044379
90,10,5,0.254502899087517,0.130467945596964,0.734542989076783,0.0233859198133308,0.0558681358122346,6.93889390390723e-18,-0.0454590242654941,5.03069808033274e-17,1.00203988917397,1.01415046741405
90,15,5,0.272267817959237,0.350213357080432,1.11392400957012,0.0310792188755764,-0.00520372309509445,1.10950022317683e-17,0.0518651569857855,0,1.0005616085553,1.00489159452112
90,10,10,0.301956008993488,0.200914230918379,1.20021523029661,0.053166182525582,0.0849556321120875,-2.49773075486348e-17,0.254511972412463,-4.5102810375397e-17,1.00342477284193,1.01859914024897
90,15,10,0.222364725271043,0.1756987594764,0.832440468827797,0.0641067527976987,0.0140009351490796,-2.31160938192014e-18,-0.00390240189691431,1.38777878078145e-17,1.00339792651973,1.01717406372053
120,10,3,0.286905016321382,0.256235851316529,0.773841789441327,0.0626409429333313,-0.0199935153641357,-8.32396217925746e-18,0.0503324771862226,4.16333634234434e-17,1.00085283276186,1.00586010038409
120,15,3,0.284415014988777,1.69590336916438,0.639579439216515,0.0336589112879726,-0.0988266756665913,3.87999817460146e-17,0.177740565413252,1.21430643318376e-17,1.00183002507057,1.01138081323711
120,10,5,0.286298085389294,0.163084977610302,0.691127548174993,0.0449504792960983,0.032037367412593,0,0.00264202692666098,2.08166817117217e-17,0.999977295432304,1.00380480530699
120,15,5,0.24072476471817,0.208465363506742,0.735210977176391,0.065107764804775,-0.00103117085535049,-1.10968092353891e-17,-0.335102452979474,-1.38777878078145e-17,0.999907887520626,1.00797581167379
120,10,10,0.27439562896685,0.295048950691132,1.02528661991184,0.0610073178615862,0.0115362084257298,-1.73472347597681e-18,-0.00806166726019263,3.12250225675825e-17,1.0014055585082,1.00970220830897
120,15,10,0.256716703527288,1.31340480350349,0.914574412490059,0.0816806836907969,-0.0508713227139007,-1.10733181883186e-17,-0.538478790496134,0,1.0015646710603,1.0091246872931
